Dataset ID,Pipeline ID ,Performance (Accuracy Score),perf>0.88
505,575,0.98201376,1
667,299,0.98201376,1
825,49,0.9933072,1
839,1064,0.9933072,1
838,243,0.95257413,1
693,175,0.9933072,1
286,814,0.95257413,1
659,271,0.98201376,1
847,31,0.9933072,1
804,136,0.9933072,1
814,450,0.95257413,1
787,539,0.95257413,1
845,565,0.9933072,1
536,1009,0.880797,0
68,116,0.98201376,1
379,207,0.880797,0
649,1059,0.95257413,1
849,203,0.9933072,1
486,1424,0.98201376,1
756,1187,0.95257413,1
814,404,0.98201376,1
805,196,0.98201376,1
805,203,0.9933072,1
572,181,0.98201376,1
698,146,0.880797,0
391,492,0.98201376,1
654,1272,0.880797,0
658,366,0.95257413,1
649,1038,0.95257413,1
457,189,0.98201376,1
404,1583,0.7310586,0
366,4,0.98201376,1
450,1279,0.7310586,0
501,269,0.880797,0
285,1050,0.98201376,1
762,126,0.98201376,1
483,78,0.9933072,1
673,322,0.95257413,1
654,257,0.880797,0
744,97,0.9933072,1
647,39,0.98201376,1
71,190,0.9933072,1
703,258,0.880797,0
489,409,0.98201376,1
499,386,0.880797,0
746,477,0.98201376,1
665,503,0.98201376,1
853,978,0.98201376,1
789,1118,0.98201376,1
124,20,0.95257413,1
4,364,0.7310586,0
835,879,0.98201376,1
12,454,0.95257413,1
451,855,0.98201376,1
408,326,0.880797,0
64,510,0.98201376,1
366,163,0.98201376,1
307,518,0.98201376,1
360,227,0.98201376,1
396,285,0.98201376,1
404,854,0.7310586,0
748,131,0.98201376,1
405,85,0.98201376,1
842,443,0.880797,0
232,132,0.9933072,1
469,180,0.98201376,1
636,292,0.95257413,1
605,490,0.98201376,1
748,658,0.9933072,1
36,832,0.98201376,1
233,950,0.7310586,0
714,654,0.98201376,1
792,149,0.98201376,1
377,274,0.9933072,1
706,99,0.9933072,1
745,78,0.9933072,1
157,448,0.880797,0
54,120,0.95257413,1
485,1010,0.98201376,1
834,653,0.9933072,1
544,233,0.95257413,1
647,929,0.95257413,1
817,911,0.95257413,1
714,590,0.98201376,1
781,1393,0.98201376,1
221,139,0.7310586,0
298,395,0.98201376,1
605,137,0.95257413,1
773,21,0.880797,0
626,160,0.880797,0
828,317,0.9933072,1
647,412,0.880797,0
757,482,0.9933072,1
458,288,0.98201376,1
551,814,0.95257413,1
850,1244,0.98201376,1
322,92,0.98201376,1
654,530,0.98201376,1
404,746,0.7310586,0
710,256,0.95257413,1
290,771,0.98201376,1
838,824,0.98201376,1
458,244,0.95257413,1
804,31,0.98201376,1
206,116,0.95257413,1
737,70,0.95257413,1
681,200,0.98201376,1
386,297,0.95257413,1
619,408,0.98201376,1
669,510,0.98201376,1
229,210,0.9933072,1
636,1010,0.7310586,0
457,1066,0.9933072,1
311,508,0.9933072,1
12,306,0.880797,0
12,226,0.9933072,1
652,138,0.880797,0
621,1073,0.880797,0
628,689,0.880797,0
783,327,0.95257413,1
853,474,0.98201376,1
496,290,0.95257413,1
20,443,0.95257413,1
292,244,0.95257413,1
813,558,0.95257413,1
568,320,0.98201376,1
404,1193,0.7310586,0
382,131,0.9933072,1
803,202,0.98201376,1
467,169,0.98201376,1
781,1243,0.95257413,1
600,68,0.95257413,1
848,142,0.9933072,1
285,954,0.9933072,1
857,330,0.95257413,1
846,287,0.98201376,1
847,528,0.9933072,1
455,545,0.98201376,1
638,614,0.9933072,1
748,433,0.98201376,1
832,378,0.880797,0
750,380,0.7310586,0
377,254,0.98201376,1
572,506,0.9933072,1
795,545,0.98201376,1
502,0,0.9933072,1
91,306,0.98201376,1
850,986,0.7310586,0
48,160,0.7310586,0
398,101,0.95257413,1
765,558,0.98201376,1
748,615,0.95257413,1
688,297,0.98201376,1
392,121,0.7310586,0
590,654,0.98201376,1
785,81,0.98201376,1
731,937,0.7310586,0
806,449,0.98201376,1
200,653,0.95257413,1
836,534,0.7310586,0
654,1212,0.880797,0
88,221,0.9933072,1
793,220,0.98201376,1
591,880,0.7310586,0
542,729,0.95257413,1
693,238,0.98201376,1
541,584,0.880797,0
116,1164,0.95257413,1
804,11,0.98201376,1
653,217,0.880797,0
483,228,0.9933072,1
759,124,0.98201376,1
654,812,0.95257413,1
503,138,0.95257413,1
143,126,0.98201376,1
129,1279,0.98201376,1
202,1048,0.880797,0
189,545,0.95257413,1
451,57,0.95257413,1
746,500,0.9933072,1
339,179,0.95257413,1
659,221,0.880797,0
683,117,0.98201376,1
853,498,0.98201376,1
696,472,0.9933072,1
592,370,0.95257413,1
715,471,0.95257413,1
431,247,0.98201376,1
319,146,0.98201376,1
750,754,0.98201376,1
392,279,0.98201376,1
404,443,0.95257413,1
708,128,0.880797,0
805,143,0.9933072,1
685,126,0.9933072,1
196,3,0.95257413,1
439,241,0.9933072,1
785,519,0.98201376,1
781,325,0.9933072,1
812,334,0.880797,0
520,185,0.98201376,1
716,105,0.98201376,1
606,212,0.98201376,1
825,91,0.98201376,1
180,1198,0.7310586,0
221,476,0.880797,0
505,210,0.98201376,1
55,420,0.98201376,1
605,684,0.95257413,1
86,1027,0.98201376,1
852,1024,0.98201376,1
387,590,0.98201376,1
434,678,0.95257413,1
327,226,0.95257413,1
620,120,0.95257413,1
737,229,0.98201376,1
787,711,0.95257413,1
91,1041,0.95257413,1
292,274,0.95257413,1
697,504,0.880797,0
662,68,0.98201376,1
244,595,0.98201376,1
721,306,0.98201376,1
617,68,0.98201376,1
121,1112,0.9933072,1
542,191,0.98201376,1
581,368,0.7310586,0
681,55,0.98201376,1
453,278,0.98201376,1
639,232,0.98201376,1
709,186,0.9933072,1
143,146,0.95257413,1
377,391,0.95257413,1
532,407,0.98201376,1
850,692,0.9933072,1
726,506,0.880797,0
767,110,0.95257413,1
166,830,0.95257413,1
751,288,0.7310586,0
824,987,0.95257413,1
845,257,0.95257413,1
696,927,0.95257413,1
199,93,0.98201376,1
111,890,0.95257413,1
781,1643,0.880797,0
641,365,0.98201376,1
377,707,0.98201376,1
733,82,0.98201376,1
724,299,0.98201376,1
800,258,0.95257413,1
653,237,0.98201376,1
803,661,0.98201376,1
842,447,0.98201376,1
707,865,0.9933072,1
673,303,0.95257413,1
757,481,0.9933072,1
632,332,0.95257413,1
765,481,0.95257413,1
658,175,0.98201376,1
108,575,0.95257413,1
435,216,0.98201376,1
300,231,0.98201376,1
824,840,0.98201376,1
559,844,0.95257413,1
850,10,0.9933072,1
30,152,0.98201376,1
803,156,0.98201376,1
801,444,0.95257413,1
538,1210,0.95257413,1
843,89,0.95257413,1
689,222,0.98201376,1
849,207,0.9933072,1
747,178,0.98201376,1
825,181,0.98201376,1
223,379,0.98201376,1
720,287,0.95257413,1
750,167,0.9933072,1
757,763,0.7310586,0
694,304,0.95257413,1
814,495,0.9933072,1
854,282,0.95257413,1
779,299,0.95257413,1
293,253,0.95257413,1
188,180,0.95257413,1
839,1265,0.9933072,1
421,218,0.98201376,1
747,187,0.98201376,1
751,321,0.7310586,0
616,674,0.98201376,1
639,21,0.98201376,1
596,322,0.95257413,1
781,749,0.98201376,1
108,714,0.880797,0
829,193,0.98201376,1
839,251,0.98201376,1
804,174,0.9933072,1
745,49,0.9933072,1
532,76,0.98201376,1
483,384,0.98201376,1
806,704,0.98201376,1
649,78,0.95257413,1
591,280,0.98201376,1
704,285,0.95257413,1
145,344,0.98201376,1
572,257,0.98201376,1
422,285,0.98201376,1
416,1089,0.95257413,1
523,1092,0.98201376,1
276,257,0.98201376,1
464,6,0.9933072,1
399,268,0.98201376,1
591,1128,0.9933072,1
30,302,0.95257413,1
7,402,0.98201376,1
302,476,0.95257413,1
834,130,0.9933072,1
816,357,0.98201376,1
746,3,0.98201376,1
832,652,0.98201376,1
853,86,0.98201376,1
423,114,0.7310586,0
233,357,0.7310586,0
823,677,0.95257413,1
775,275,0.98201376,1
699,167,0.95257413,1
302,229,0.95257413,1
785,160,0.98201376,1
6,179,0.9933072,1
654,370,0.95257413,1
94,780,0.880797,0
380,177,0.98201376,1
214,432,0.95257413,1
746,301,0.9933072,1
787,81,0.95257413,1
845,204,0.9933072,1
693,355,0.98201376,1
795,281,0.98201376,1
781,1608,0.7310586,0
704,1227,0.880797,0
638,356,0.95257413,1
469,275,0.9933072,1
805,156,0.95257413,1
614,735,0.9933072,1
292,149,0.95257413,1
530,258,0.7310586,0
565,164,0.9933072,1
789,747,0.7310586,0
641,224,0.98201376,1
631,90,0.95257413,1
628,97,0.9933072,1
784,1049,0.95257413,1
619,950,0.95257413,1
716,245,0.9933072,1
664,292,0.98201376,1
532,475,0.880797,0
827,324,0.880797,0
486,57,0.9933072,1
590,210,0.98201376,1
638,11,0.95257413,1
605,844,0.98201376,1
276,761,0.95257413,1
652,745,0.9933072,1
834,49,0.98201376,1
377,950,0.95257413,1
377,960,0.95257413,1
786,306,0.98201376,1
757,685,0.95257413,1
183,812,0.98201376,1
159,60,0.98201376,1
634,326,0.9933072,1
746,692,0.9933072,1
157,561,0.98201376,1
851,472,0.95257413,1
705,330,0.9933072,1
803,94,0.880797,0
737,602,0.9933072,1
708,567,0.98201376,1
614,422,0.9933072,1
765,51,0.98201376,1
851,407,0.9933072,1
842,635,0.98201376,1
623,249,0.98201376,1
752,509,0.98201376,1
626,696,0.9933072,1
826,267,0.98201376,1
292,315,0.95257413,1
756,143,0.98201376,1
665,631,0.98201376,1
58,686,0.7310586,0
795,730,0.95257413,1
116,409,0.95257413,1
714,287,0.98201376,1
188,951,0.9933072,1
676,221,0.98201376,1
733,581,0.880797,0
710,192,0.98201376,1
344,123,0.9933072,1
706,64,0.98201376,1
746,1203,0.98201376,1
121,402,0.98201376,1
832,153,0.9933072,1
591,331,0.95257413,1
229,99,0.98201376,1
678,240,0.95257413,1
826,312,0.95257413,1
631,232,0.95257413,1
797,355,0.95257413,1
244,209,0.95257413,1
641,382,0.9933072,1
848,171,0.9933072,1
709,222,0.98201376,1
774,269,0.880797,0
492,123,0.95257413,1
488,331,0.9933072,1
839,427,0.98201376,1
757,433,0.95257413,1
579,257,0.9933072,1
681,153,0.9933072,1
398,56,0.98201376,1
375,356,0.98201376,1
703,171,0.880797,0
796,327,0.880797,0
681,253,0.880797,0
475,207,0.9933072,1
605,434,0.98201376,1
726,679,0.95257413,1
640,241,0.9933072,1
844,310,0.98201376,1
787,124,0.95257413,1
325,3,0.7310586,0
688,747,0.9933072,1
852,301,0.98201376,1
12,506,0.7310586,0
602,418,0.880797,0
462,242,0.7310586,0
794,770,0.95257413,1
787,743,0.98201376,1
157,174,0.98201376,1
773,202,0.880797,0
200,1400,0.880797,0
620,939,0.95257413,1
442,312,0.98201376,1
505,567,0.9933072,1
577,249,0.880797,0
737,384,0.9933072,1
471,809,0.9933072,1
714,110,0.95257413,1
307,419,0.98201376,1
838,280,0.95257413,1
850,271,0.9933072,1
464,7,0.98201376,1
647,454,0.95257413,1
706,955,0.9933072,1
499,300,0.880797,0
253,166,0.95257413,1
840,891,0.95257413,1
662,133,0.9933072,1
795,1039,0.95257413,1
505,769,0.95257413,1
858,110,0.98201376,1
806,494,0.98201376,1
861,49,0.9933072,1
790,49,0.9933072,1
311,609,0.9933072,1
756,1034,0.880797,0
845,35,0.880797,0
237,404,0.98201376,1
359,55,0.98201376,1
654,745,0.95257413,1
196,181,0.95257413,1
0,152,0.95257413,1
683,595,0.95257413,1
825,160,0.95257413,1
435,42,0.880797,0
338,135,0.9933072,1
585,294,0.95257413,1
681,217,0.95257413,1
855,878,0.95257413,1
732,223,0.98201376,1
545,180,0.9933072,1
557,14,0.95257413,1
529,203,0.98201376,1
473,942,0.98201376,1
726,108,0.880797,0
812,537,0.95257413,1
772,1186,0.95257413,1
723,325,0.98201376,1
647,167,0.9933072,1
485,0,0.98201376,1
762,68,0.98201376,1
737,173,0.9933072,1
824,297,0.9933072,1
390,470,0.880797,0
25,677,0.880797,0
819,537,0.95257413,1
416,78,0.95257413,1
291,49,0.98201376,1
708,451,0.95257413,1
862,753,0.95257413,1
731,323,0.880797,0
748,244,0.98201376,1
562,69,0.98201376,1
783,291,0.98201376,1
652,653,0.880797,0
279,227,0.95257413,1
41,659,0.95257413,1
705,6,0.95257413,1
178,913,0.9933072,1
331,355,0.95257413,1
38,271,0.880797,0
814,101,0.95257413,1
605,92,0.98201376,1
307,181,0.9933072,1
356,406,0.95257413,1
641,725,0.880797,0
547,897,0.7310586,0
326,506,0.98201376,1
698,404,0.95257413,1
531,780,0.9933072,1
843,422,0.95257413,1
417,749,0.880797,0
789,229,0.98201376,1
535,403,0.98201376,1
621,395,0.7310586,0
771,331,0.98201376,1
618,16,0.7310586,0
851,322,0.95257413,1
706,601,0.98201376,1
657,487,0.98201376,1
48,1074,0.880797,0
755,2,0.7310586,0
665,254,0.98201376,1
689,236,0.98201376,1
652,596,0.98201376,1
436,628,0.95257413,1
765,94,0.95257413,1
372,432,0.95257413,1
792,108,0.98201376,1
767,331,0.98201376,1
200,211,0.98201376,1
421,446,0.98201376,1
714,231,0.98201376,1
834,609,0.9933072,1
271,207,0.98201376,1
428,846,0.95257413,1
542,662,0.98201376,1
688,120,0.9933072,1
660,193,0.9933072,1
551,404,0.95257413,1
689,233,0.98201376,1
642,210,0.98201376,1
775,568,0.95257413,1
534,78,0.95257413,1
570,193,0.95257413,1
542,396,0.95257413,1
632,1045,0.98201376,1
785,239,0.7310586,0
850,254,0.95257413,1
411,210,0.98201376,1
693,236,0.98201376,1
845,135,0.95257413,1
606,211,0.95257413,1
652,192,0.98201376,1
832,613,0.880797,0
380,461,0.98201376,1
835,506,0.98201376,1
850,543,0.98201376,1
553,683,0.98201376,1
721,677,0.95257413,1
279,110,0.98201376,1
822,232,0.98201376,1
339,14,0.9933072,1
390,147,0.95257413,1
665,615,0.95257413,1
498,152,0.98201376,1
362,185,0.95257413,1
404,59,0.7310586,0
454,659,0.98201376,1
649,68,0.880797,0
772,170,0.9933072,1
581,474,0.9933072,1
746,928,0.95257413,1
4,188,0.9933072,1
845,1410,0.98201376,1
701,1126,0.880797,0
475,55,0.98201376,1
689,232,0.95257413,1
267,200,0.95257413,1
392,183,0.98201376,1
103,249,0.95257413,1
631,0,0.95257413,1
706,646,0.9933072,1
493,85,0.95257413,1
82,819,0.880797,0
638,650,0.98201376,1
781,531,0.880797,0
388,587,0.9933072,1
793,556,0.98201376,1
435,1226,0.880797,0
586,322,0.98201376,1
81,168,0.98201376,1
279,384,0.9933072,1
506,690,0.9933072,1
451,126,0.9933072,1
566,473,0.9933072,1
404,726,0.7310586,0
390,478,0.98201376,1
801,1024,0.95257413,1
354,328,0.95257413,1
398,400,0.95257413,1
642,1138,0.95257413,1
117,257,0.9933072,1
317,264,0.98201376,1
101,264,0.95257413,1
845,402,0.95257413,1
243,1149,0.98201376,1
803,674,0.95257413,1
853,125,0.95257413,1
389,12,0.880797,0
536,473,0.9933072,1
794,741,0.880797,0
774,268,0.98201376,1
157,809,0.98201376,1
547,357,0.880797,0
797,464,0.98201376,1
765,674,0.95257413,1
367,776,0.880797,0
300,403,0.95257413,1
497,82,0.95257413,1
436,431,0.95257413,1
829,21,0.9933072,1
685,173,0.98201376,1
58,632,0.95257413,1
486,587,0.9933072,1
444,643,0.95257413,1
837,496,0.9933072,1
11,227,0.98201376,1
446,1325,0.98201376,1
505,496,0.9933072,1
13,172,0.98201376,1
829,176,0.98201376,1
507,233,0.98201376,1
584,1557,0.9933072,1
832,1213,0.98201376,1
377,1052,0.95257413,1
458,285,0.98201376,1
642,403,0.98201376,1
787,9,0.98201376,1
581,292,0.9933072,1
617,525,0.9933072,1
307,566,0.98201376,1
636,933,0.7310586,0
432,292,0.95257413,1
804,602,0.98201376,1
675,63,0.9933072,1
711,59,0.7310586,0
572,346,0.98201376,1
454,590,0.98201376,1
713,14,0.95257413,1
653,96,0.95257413,1
605,11,0.880797,0
298,748,0.7310586,0
397,428,0.98201376,1
724,99,0.9933072,1
690,477,0.98201376,1
605,654,0.98201376,1
416,809,0.95257413,1
215,762,0.98201376,1
787,52,0.7310586,0
236,175,0.95257413,1
748,840,0.95257413,1
845,735,0.98201376,1
803,0,0.9933072,1
715,281,0.95257413,1
849,489,0.9933072,1
198,407,0.9933072,1
388,944,0.98201376,1
604,356,0.9933072,1
396,209,0.98201376,1
402,99,0.9933072,1
664,108,0.98201376,1
732,321,0.880797,0
229,167,0.98201376,1
434,320,0.95257413,1
344,64,0.98201376,1
777,208,0.98201376,1
390,627,0.98201376,1
497,123,0.95257413,1
789,571,0.95257413,1
842,144,0.95257413,1
478,147,0.880797,0
302,270,0.880797,0
765,673,0.95257413,1
832,21,0.95257413,1
449,1281,0.95257413,1
488,267,0.880797,0
12,227,0.98201376,1
176,641,0.98201376,1
377,434,0.98201376,1
215,672,0.98201376,1
834,1152,0.98201376,1
781,1378,0.95257413,1
859,3,0.98201376,1
560,672,0.95257413,1
270,480,0.95257413,1
622,120,0.98201376,1
550,176,0.9933072,1
755,1273,0.880797,0
406,755,0.880797,0
84,49,0.9933072,1
434,925,0.95257413,1
781,514,0.95257413,1
552,1008,0.98201376,1
411,149,0.98201376,1
744,180,0.880797,0
742,878,0.98201376,1
797,221,0.95257413,1
115,314,0.95257413,1
435,98,0.95257413,1
824,863,0.95257413,1
566,22,0.98201376,1
748,230,0.98201376,1
486,70,0.95257413,1
471,385,0.9933072,1
267,177,0.98201376,1
715,525,0.9933072,1
829,401,0.98201376,1
359,296,0.98201376,1
568,257,0.9933072,1
847,151,0.9933072,1
745,23,0.98201376,1
641,291,0.880797,0
200,45,0.98201376,1
378,140,0.98201376,1
48,724,0.880797,0
711,25,0.880797,0
357,64,0.98201376,1
743,237,0.98201376,1
495,146,0.95257413,1
507,90,0.98201376,1
740,274,0.98201376,1
775,21,0.9933072,1
822,273,0.98201376,1
693,377,0.95257413,1
591,251,0.95257413,1
565,683,0.98201376,1
746,1066,0.880797,0
541,70,0.95257413,1
21,88,0.9933072,1
662,259,0.880797,0
805,23,0.95257413,1
499,471,0.95257413,1
641,65,0.9933072,1
483,173,0.9933072,1
786,258,0.98201376,1
498,116,0.95257413,1
626,69,0.98201376,1
658,577,0.95257413,1
773,257,0.7310586,0
715,27,0.9933072,1
666,191,0.9933072,1
647,144,0.98201376,1
77,24,0.95257413,1
662,287,0.98201376,1
327,317,0.9933072,1
829,94,0.95257413,1
624,167,0.95257413,1
495,468,0.95257413,1
584,17,0.880797,0
531,721,0.95257413,1
523,497,0.9933072,1
763,1220,0.98201376,1
553,12,0.880797,0
825,683,0.95257413,1
842,194,0.98201376,1
765,950,0.95257413,1
653,734,0.98201376,1
844,902,0.98201376,1
831,333,0.880797,0
58,661,0.95257413,1
388,87,0.95257413,1
853,408,0.880797,0
607,417,0.7310586,0
598,275,0.880797,0
533,476,0.95257413,1
682,132,0.9933072,1
605,470,0.98201376,1
60,268,0.95257413,1
772,227,0.95257413,1
471,173,0.9933072,1
127,604,0.95257413,1
292,468,0.98201376,1
449,167,0.9933072,1
406,157,0.880797,0
681,771,0.98201376,1
639,179,0.9933072,1
850,337,0.95257413,1
706,899,0.98201376,1
611,274,0.9933072,1
487,706,0.880797,0
654,763,0.7310586,0
681,120,0.98201376,1
637,175,0.95257413,1
726,264,0.98201376,1
220,54,0.98201376,1
594,545,0.98201376,1
550,91,0.9933072,1
607,741,0.98201376,1
836,18,0.98201376,1
528,321,0.98201376,1
226,248,0.880797,0
664,8,0.98201376,1
605,23,0.9933072,1
794,239,0.880797,0
466,1225,0.98201376,1
285,430,0.9933072,1
681,46,0.7310586,0
777,120,0.95257413,1
587,160,0.98201376,1
444,1080,0.7310586,0
392,1015,0.9933072,1
642,738,0.95257413,1
626,801,0.880797,0
750,268,0.9933072,1
372,212,0.98201376,1
339,501,0.880797,0
404,544,0.7310586,0
560,479,0.98201376,1
773,134,0.95257413,1
852,330,0.880797,0
787,217,0.98201376,1
615,302,0.98201376,1
726,49,0.98201376,1
824,49,0.98201376,1
592,105,0.880797,0
245,723,0.98201376,1
852,244,0.95257413,1
20,993,0.880797,0
855,677,0.95257413,1
862,263,0.95257413,1
435,326,0.9933072,1
404,776,0.7310586,0
391,49,0.9933072,1
718,117,0.880797,0
845,1285,0.98201376,1
641,870,0.95257413,1
282,411,0.9933072,1
827,752,0.98201376,1
708,126,0.9933072,1
591,938,0.95257413,1
724,357,0.95257413,1
765,492,0.98201376,1
840,330,0.9933072,1
842,182,0.9933072,1
93,503,0.9933072,1
552,55,0.98201376,1
654,336,0.880797,0
659,98,0.880797,0
285,277,0.9933072,1
296,227,0.880797,0
301,288,0.95257413,1
560,214,0.95257413,1
845,602,0.9933072,1
665,855,0.9933072,1
855,257,0.98201376,1
754,301,0.98201376,1
795,325,0.98201376,1
658,130,0.98201376,1
467,96,0.9933072,1
756,192,0.98201376,1
846,404,0.95257413,1
781,1668,0.880797,0
806,611,0.9933072,1
312,624,0.98201376,1
695,312,0.95257413,1
624,22,0.98201376,1
523,413,0.98201376,1
617,22,0.9933072,1
773,848,0.7310586,0
150,221,0.9933072,1
758,297,0.98201376,1
177,303,0.98201376,1
797,141,0.95257413,1
838,275,0.95257413,1
485,326,0.95257413,1
714,178,0.98201376,1
825,1218,0.98201376,1
605,128,0.95257413,1
814,464,0.9933072,1
424,342,0.95257413,1
343,25,0.95257413,1
307,670,0.98201376,1
717,741,0.9933072,1
513,12,0.95257413,1
747,175,0.9933072,1
380,133,0.9933072,1
80,1058,0.95257413,1
576,467,0.95257413,1
471,741,0.9933072,1
654,854,0.95257413,1
806,21,0.9933072,1
850,563,0.95257413,1
620,577,0.9933072,1
649,501,0.95257413,1
765,271,0.98201376,1
773,435,0.880797,0
840,747,0.98201376,1
803,567,0.98201376,1
379,650,0.95257413,1
654,1146,0.95257413,1
633,990,0.95257413,1
726,377,0.95257413,1
853,121,0.95257413,1
856,293,0.95257413,1
307,68,0.880797,0
710,419,0.9933072,1
436,236,0.98201376,1
726,385,0.880797,0
281,318,0.98201376,1
433,150,0.9933072,1
652,940,0.7310586,0
849,201,0.98201376,1
449,629,0.95257413,1
845,673,0.98201376,1
143,13,0.98201376,1
863,70,0.95257413,1
764,24,0.98201376,1
681,565,0.95257413,1
64,530,0.98201376,1
248,326,0.98201376,1
660,683,0.95257413,1
624,497,0.98201376,1
196,1419,0.7310586,0
756,128,0.95257413,1
544,1227,0.95257413,1
345,1216,0.98201376,1
803,521,0.95257413,1
624,143,0.98201376,1
822,658,0.98201376,1
837,168,0.98201376,1
84,237,0.880797,0
803,242,0.95257413,1
709,191,0.9933072,1
44,6,0.95257413,1
862,300,0.98201376,1
471,442,0.98201376,1
717,545,0.98201376,1
750,385,0.95257413,1
654,310,0.95257413,1
693,583,0.98201376,1
446,1015,0.95257413,1
310,644,0.9933072,1
659,37,0.880797,0
166,614,0.9933072,1
517,120,0.9933072,1
759,49,0.95257413,1
618,52,0.880797,0
797,661,0.95257413,1
762,417,0.98201376,1
721,457,0.98201376,1
649,635,0.95257413,1
762,97,0.98201376,1
683,201,0.98201376,1
795,392,0.98201376,1
668,11,0.9933072,1
689,119,0.7310586,0
624,654,0.95257413,1
600,209,0.98201376,1
83,822,0.95257413,1
652,574,0.7310586,0
416,795,0.98201376,1
787,75,0.95257413,1
446,545,0.880797,0
805,149,0.98201376,1
226,404,0.880797,0
297,819,0.98201376,1
863,407,0.9933072,1
681,383,0.880797,0
704,283,0.95257413,1
750,747,0.880797,0
542,93,0.95257413,1
182,93,0.95257413,1
238,646,0.9933072,1
710,142,0.9933072,1
863,52,0.98201376,1
864,1027,0.7310586,0
647,367,0.880797,0
832,156,0.880797,0
752,498,0.95257413,1
757,528,0.98201376,1
550,778,0.98201376,1
428,276,0.98201376,1
777,737,0.7310586,0
806,1482,0.98201376,1
505,683,0.9933072,1
296,155,0.98201376,1
845,584,0.880797,0
605,306,0.98201376,1
764,241,0.9933072,1
840,287,0.95257413,1
479,293,0.7310586,0
342,153,0.9933072,1
647,443,0.95257413,1
543,330,0.95257413,1
357,173,0.7310586,0
846,237,0.880797,0
861,406,0.95257413,1
671,814,0.98201376,1
797,269,0.98201376,1
711,622,0.98201376,1
187,317,0.9933072,1
682,681,0.7310586,0
386,525,0.98201376,1
356,686,0.95257413,1
804,357,0.95257413,1
15,86,0.98201376,1
747,356,0.95257413,1
785,233,0.95257413,1
837,310,0.98201376,1
402,117,0.9933072,1
794,183,0.98201376,1
278,549,0.98201376,1
434,780,0.95257413,1
692,605,0.98201376,1
846,1171,0.7310586,0
325,848,0.7310586,0
787,1134,0.880797,0
810,303,0.9933072,1
534,701,0.7310586,0
847,583,0.95257413,1
853,1013,0.95257413,1
124,1269,0.95257413,1
713,299,0.9933072,1
756,422,0.95257413,1
774,271,0.98201376,1
863,641,0.95257413,1
331,239,0.98201376,1
825,187,0.98201376,1
777,203,0.98201376,1
806,1137,0.9933072,1
824,831,0.95257413,1
845,671,0.98201376,1
536,337,0.7310586,0
696,1159,0.7310586,0
285,746,0.98201376,1
797,1516,0.98201376,1
702,236,0.9933072,1
660,208,0.98201376,1
742,221,0.98201376,1
138,241,0.95257413,1
566,1020,0.98201376,1
751,310,0.95257413,1
291,196,0.9933072,1
647,14,0.7310586,0
362,3,0.9933072,1
474,126,0.98201376,1
278,863,0.9933072,1
662,741,0.98201376,1
539,474,0.98201376,1
369,192,0.98201376,1
233,99,0.98201376,1
828,249,0.95257413,1
124,48,0.95257413,1
597,342,0.880797,0
734,326,0.95257413,1
668,257,0.880797,0
297,131,0.9933072,1
416,500,0.95257413,1
488,537,0.98201376,1
715,411,0.880797,0
647,8,0.7310586,0
523,418,0.7310586,0
457,282,0.9933072,1
789,190,0.95257413,1
536,211,0.95257413,1
726,231,0.95257413,1
16,110,0.95257413,1
293,267,0.98201376,1
816,146,0.95257413,1
267,422,0.880797,0
769,324,0.98201376,1
766,175,0.95257413,1
292,527,0.98201376,1
253,141,0.95257413,1
434,368,0.7310586,0
534,510,0.95257413,1
803,183,0.9933072,1
254,545,0.95257413,1
620,269,0.98201376,1
418,49,0.9933072,1
784,300,0.98201376,1
514,1429,0.95257413,1
617,97,0.9933072,1
275,442,0.98201376,1
772,99,0.98201376,1
405,417,0.9933072,1
833,761,0.98201376,1
832,448,0.880797,0
644,426,0.9933072,1
696,299,0.9933072,1
336,49,0.9933072,1
604,152,0.98201376,1
57,312,0.9933072,1
649,643,0.95257413,1
644,133,0.9933072,1
415,698,0.9933072,1
774,330,0.98201376,1
320,650,0.95257413,1
756,23,0.98201376,1
215,355,0.95257413,1
534,212,0.9933072,1
20,974,0.95257413,1
287,527,0.98201376,1
285,21,0.98201376,1
473,130,0.98201376,1
513,210,0.95257413,1
850,759,0.98201376,1
711,403,0.95257413,1
233,124,0.95257413,1
541,314,0.98201376,1
333,930,0.7310586,0
730,507,0.7310586,0
785,182,0.98201376,1
49,123,0.7310586,0
757,1024,0.95257413,1
740,24,0.95257413,1
771,303,0.98201376,1
726,774,0.98201376,1
274,447,0.95257413,1
307,193,0.9933072,1
681,385,0.880797,0
794,1109,0.95257413,1
867,203,0.880797,0
150,167,0.9933072,1
102,117,0.95257413,1
675,257,0.880797,0
716,281,0.9933072,1
197,822,0.880797,0
41,1045,0.95257413,1
785,142,0.98201376,1
642,91,0.98201376,1
292,662,0.95257413,1
577,323,0.7310586,0
436,449,0.95257413,1
157,510,0.9933072,1
801,55,0.95257413,1
776,156,0.95257413,1
717,878,0.880797,0
0,100,0.880797,0
853,272,0.98201376,1
834,608,0.98201376,1
783,285,0.95257413,1
211,317,0.9933072,1
93,416,0.95257413,1
633,740,0.95257413,1
829,632,0.98201376,1
180,221,0.98201376,1
344,1100,0.98201376,1
457,249,0.7310586,0
621,401,0.95257413,1
121,82,0.9933072,1
477,446,0.98201376,1
426,327,0.98201376,1
842,634,0.880797,0
732,458,0.98201376,1
184,285,0.98201376,1
